Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,A-xAG,KP,1/3,PPA,CrsPA,Matches
448,Mattias Svanberg,se SWE,MF,Wolfsburg,24,1999,19.1,,,,,,,,,,,,,,,3,,,,,,Matches
449,Attila Szalai,hu HUN,DF,Hoffenheim,25,1998,3.2,,,,,,,,,,,,,,,0,,,,,,Matches
450,Attila Szalai,hu HUN,"DF,MF",Freiburg,25,1998,1.1,,,,,,,,,,,,,,,0,,,,,,Matches
451,Jonathan Tah,de GER,DF,Leverkusen,27,1996,29.2,,,,,,,,,,,,,,,1,,,,,,Matches
452,Edmond Tapsoba,bf BFA,DF,Leverkusen,24,1999,23.2,,,,,,,,,,,,,,,1,,,,,,Matches
453,Mathys Tel,fr FRA,"MF,FW",Bayern Munich,18,2005,11.7,,,,,,,,,,,,,,,5,,,,,,Matches
454,Nathan Tella,ng NGA,MF,Leverkusen,24,1999,9.1,,,,,,,,,,,,,,,2,,,,,,Matches
455,Norman Theuerkauf,de GER,"MF,DF",Heidenheim,36,1987,14.0,,,,,,,,,,,,,,,1,,,,,,Matches
456,Jan Thielmann,de GER,"FW,MF",Köln,21,2002,17.5,,,,,,,,,,,,,,,0,,,,,,Matches
457,Denis Thomalla,de GER,MF,Heidenheim,30,1992,5.0,,,,,,,,,,,,,,,0,,,,,,Matches
458,Phillip Tietz,de GER,FW,Augsburg,26,1997,26.5,,,,,,,,,,,,,,,4,,,,,,Matches
459,Steffen Tigges,de GER,FW,Köln,25,1998,8.1,,,,,,,,,,,,,,,0,,,,,,Matches
460,Umut Tohumcu,de GER,MF,Hoffenheim,18,2004,11.2,,,,,,,,,,,,,,,2,,,,,,Matches
461,Tiago Tomás,pt POR,"FW,MF",Wolfsburg,21,2002,11.5,,,,,,,,,,,,,,,1,,,,,,Matches
462,Fabio Torsiello,it ITA,FW,Darmstadt 98,18,2005,1.7,,,,,,,,,,,,,,,0,,,,,,Matches
463,Lucas Tousart,fr FRA,MF,Union Berlin,26,1997,17.5,,,,,,,,,,,,,,,0,,,,,,Matches
464,Omar Traoré,de GER,DF,Heidenheim,25,1998,27.5,,,,,,,,,,,,,,,2,,,,,,Matches
465,Kevin Trapp,de GER,GK,Eintracht Frankfurt,33,1990,32.0,,,,,,,,,,,,,,,0,,,,,,Matches
466,Christopher Trimmel,at AUT,"MF,DF",Union Berlin,36,1987,18.3,,,,,,,,,,,,,,,2,,,,,,Matches
467,Tuta,br BRA,"DF,MF",Eintracht Frankfurt,24,1999,28.9,,,,,,,,,,,,,,,2,,,,,,Matches
468,Lukas Ullrich,de GER,DF,Gladbach,19,2004,0.5,,,,,,,,,,,,,,,0,,,,,,Matches
469,Sven Ulreich,de GER,GK,Bayern Munich,34,1988,11.0,,,,,,,,,,,,,,,0,,,,,,Matches
470,Deniz Undav,de GER,"FW,MF",Stuttgart,27,1996,23.2,,,,,,,,,,,,,,,10,,,,,,Matches
471,Dayot Upamecano,fr FRA,DF,Bayern Munich,24,1998,19.6,,,,,,,,,,,,,,,0,,,,,,Matches
472,Mark Uth,de GER,"MF,FW",Köln,31,1991,4.1,,,,,,,,,,,,,,,1,,,,,,Matches
473,Josha Vagnoman,de GER,"MF,DF",Stuttgart,22,2000,13.1,,,,,,,,,,,,,,,2,,,,,,Matches
474,Ruben Vargas,ch SUI,"MF,FW",Augsburg,24,1998,21.8,,,,,,,,,,,,,,,5,,,,,,Matches
475,Miloš Veljković,rs SRB,DF,Werder Bremen,27,1995,21.3,,,,,,,,,,,,,,,1,,,,,,Matches
476,Yorbe Vertessen,be BEL,"FW,MF",Union Berlin,22,2001,6.6,,,,,,,,,,,,,,,2,,,,,,Matches
477,Oscar Vilhelmsson,se SWE,FW,Darmstadt 98,19,2003,15.3,,,,,,,,,,,,,,,1,,,,,,Matches
478,Kevin Vogt,de GER,DF,Union Berlin,31,1991,14.7,,,,,,,,,,,,,,,0,,,,,,Matches
479,Kevin Vogt,de GER,DF,Hoffenheim,31,1991,14.7,,,,,,,,,,,,,,,0,,,,,,Matches
480,Kevin Volland,de GER,"FW,MF",Union Berlin,31,1992,14.9,,,,,,,,,,,,,,,4,,,,,,Matches
481,Aster Vranckx,be BEL,MF,Wolfsburg,20,2002,12.8,,,,,,,,,,,,,,,0,,,,,,Matches
482,Luca Waldschmidt,de GER,MF,Köln,27,1996,12.7,,,,,,,,,,,,,,,0,,,,,,Matches
483,Kjell-Arik Wätjen,de GER,MF,Dortmund,17,2006,1.2,,,,,,,,,,,,,,,1,,,,,,Matches
484,Wout Weghorst,nl NED,FW,Hoffenheim,30,1992,22.0,,,,,,,,,,,,,,,3,,,,,,Matches
485,Julian Weigl,de GER,MF,Gladbach,27,1995,30.7,,,,,,,,,,,,,,,3,,,,,,Matches
486,Nelson Weiper,de GER,FW,Mainz 05,18,2005,1.4,,,,,,,,,,,,,,,0,,,,,,Matches
487,Mitchell Weiser,de GER,MF,Werder Bremen,29,1994,29.3,,,,,,,,,,,,,,,7,,,,,,Matches
488,Noah Weißhaupt,de GER,MF,Freiburg,21,2001,8.4,,,,,,,,,,,,,,,2,,,,,,Matches
489,Timo Werner,de GER,"MF,FW",RB Leipzig,27,1996,2.3,,,,,,,,,,,,,,,0,,,,,,Matches
490,Silvan Widmer,ch SUI,"MF,DF",Mainz 05,30,1993,13.8,,,,,,,,,,,,,,,3,,,,,,Matches
491,Patrick Wimmer,at AUT,"MF,FW",Wolfsburg,22,2001,6.5,,,,,,,,,,,,,,,0,,,,,,Matches
492,Jonas Wind,dk DEN,FW,Wolfsburg,24,1999,29.5,,,,,,,,,,,,,,,7,,,,,,Matches
493,Florian Wirtz,de GER,MF,Leverkusen,20,2003,26.4,,,,,,,,,,,,,,,11,,,,,,Matches
494,Maximilian Wittek,de GER,"MF,DF",Bochum,27,1995,11.9,,,,,,,,,,,,,,,1,,,,,,Matches
495,Maximilian Wöber,at AUT,DF,Gladbach,25,1998,23.0,,,,,,,,,,,,,,,3,,,,,,Matches
496,Marius Wolf,de GER,DF,Dortmund,28,1995,13.0,,,,,,,,,,,,,,,1,,,,,,Matches
497,Nick Woltemade,de GER,"FW,MF",Werder Bremen,21,2002,13.2,,,,,,,,,,,,,,,0,,,,,,Matches
498,Jeong Woo-yeong,kr KOR,MF,Stuttgart,23,1999,7.0,,,,,,,,,,,,,,,3,,,,,,Matches
499,Granit Xhaka,ch SUI,MF,Leverkusen,30,1992,31.3,,,,,,,,,,,,,,,0,,,,,,Matches
500,Dan-Axel Zagadou,fr FRA,DF,Stuttgart,24,1999,16.1,,,,,,,,,,,,,,,0,,,,,,Matches
501,Bryan Zaragoza,es ESP,MF,Bayern Munich,21,2001,2.0,,,,,,,,,,,,,,,0,,,,,,Matches
502,Robin Zentner,de GER,GK,Mainz 05,28,1994,30.0,,,,,,,,,,,,,,,0,,,,,,Matches
503,Cedric Zesiger,ch SUI,DF,Wolfsburg,25,1998,18.2,,,,,,,,,,,,,,,0,,,,,,Matches
504,Michael Zetterer,de GER,GK,Werder Bremen,28,1995,27.0,,,,,,,,,,,,,,,0,,,,,,Matches
505,Christoph Zimmermann,de GER,DF,Darmstadt 98,30,1993,13.6,,,,,,,,,,,,,,,0,,,,,,Matches
506,Simon Zoller,de GER,"FW,MF",Bochum,32,1991,0.5,,,,,,,,,,,,,,,0,,,,,,Matches
507,Lovro Zvonarek,hr CRO,MF,Bayern Munich,18,2005,1.8,,,,,,,,,,,,,,,0,,,,,,Matches
